content_hash_id,status,action,clicks_delta_pct,position_delta,ctr_b,search_volume,main_intent
content_04e166920ca80494,stagnant,improve,0.0,0.0,0.0,10,transactional
content_62ee86ec78b7352d,stagnant,improve,0.0,0.0,0.0,10,informational
content_4eecaacb790c2806,stagnant,improve,0.0,0.0,0.0,10,informational
content_6a16d5a200204749,stagnant,improve,0.0,0.0,0.0,10,commercial
content_c70930dbf5f01ee1,stagnant,improve,0.0,0.0,0.0,0,0
content_a9bb3b0d4a6bd1b5,stagnant,improve,0.0,0.0,0.0,0,0
content_efcc1b237430d1d3,stagnant,improve,0.0,0.0,0.0,0,0
content_b133ff9ce6059ae6,stagnant,improve,0.0,0.0,0.0,70,transactional
content_08ca2563d4838e2a,stagnant,improve,0.0,0.0,0.0,10,commercial
content_315249896903182c,stagnant,improve,0.0,0.0,0.0,30,commercial
content_0eb3bb7f5fe6e5ac,stagnant,improve,0.0,0.0,0.0,10,commercial
content_e12a8b9cd84f9bba,stagnant,improve,0.0,0.0,0.0,50,informational
content_1e713a3966ab1578,stagnant,improve,0.0,0.0,0.0,20,informational
content_4ed30eba4257bd7b,stagnant,improve,0.0,0.0,0.0,40,informational
content_817a452b9ecc9094,stagnant,improve,0.0,0.0,0.0,20,commercial
content_486c8aedfc64d913,stagnant,improve,0.0,0.0,0.0,20,informational
content_667e4d091df59575,stagnant,improve,0.0,0.0,0.0,20,informational
content_26754e7f0f56d5f4,stagnant,improve,0.0,0.0,0.0,0,informational
content_1557a3abbc832229,stagnant,improve,0.0,0.0,0.0,10,commercial
content_fb76cf7686901678,stagnant,improve,0.0,0.0,0.0,10,commercial
content_8483fa9228e575a2,stagnant,improve,0.0,0.0,0.0,0,0
content_9460e1156989175a,stagnant,improve,0.0,0.0,0.0,0,0
content_5cb9a669ba7b1e47,stagnant,improve,0.0,0.0,0.0,0,informational
content_a052b591b11dd8a1,stagnant,improve,0.0,0.0,0.0,0,informational
content_25ad6638d310d104,stagnant,improve,0.0,0.0,0.0,30,informational
content_985e2742b07632a6,stagnant,improve,0.0,40.8,0.0,0,informational
content_8a457b6e092f1024,stagnant,improve,0.0,0.0,0.0,10,informational
content_9fd9787fb483463d,stagnant,improve,0.0,0.0,0.0,0,0
content_0af788dce283bf53,stagnant,improve,0.0,0.0,0.0,4400,informational
content_6543c3bddc1d669c,stagnant,improve,0.0,0.0,0.0,10,informational
content_1645f782f4d1a8b3,stagnant,improve,0.0,0.0,0.0,0,informational
content_cf04506116d33c91,stagnant,improve,0.0,0.0,0.0,0,informational
content_e867393e2a5a1d11,stagnant,improve,0.0,0.0,0.0,0,informational
content_4def0b146366c403,stagnant,improve,0.0,0.0,0.0,90,commercial
content_bb6997ba8f3f387a,stagnant,improve,0.0,0.0,0.0,10,informational
content_9e89fa7b6dc3bc8f,stagnant,improve,0.0,0.0,0.0,480,informational
content_3af68da91fa2aaf6,stagnant,improve,0.0,0.0,0.0,10,informational
content_5889fa15008ea5ef,stagnant,improve,0.0,-24.0,0.0,10,informational
content_3e1787a384dffc1e,stagnant,improve,0.0,0.0,0.0,10,informational
content_e8bbf1d1a31becc7,stagnant,improve,0.0,0.0,0.0,30,informational
content_0a3e318eb7a898fe,stagnant,improve,0.0,0.0,0.0,50,informational
content_e8299b32a729076a,stagnant,improve,0.0,0.0,0.0,210,commercial
content_362eb599ec96c45b,stagnant,improve,0.0,0.0,0.0,2900,informational
content_e4521e6d95c026d9,stagnant,improve,0.0,41.25,0.0,20,informational
content_059dd4bdbcd6ce7b,stagnant,improve,0.0,0.0,0.0,10,informational
content_6f81d744ea2c67e8,stagnant,improve,0.0,0.0,0.0,20,transactional
content_7fb0ff133ea16a6c,stagnant,improve,0.0,0.0,0.0,10,commercial
content_0d12b90299a9f46e,stagnant,improve,0.0,0.0,0.0,210,informational
content_2343cb55a09af939,stagnant,improve,0.0,0.0,0.0,50,transactional
content_b4e54227dc543fb0,stagnant,improve,0.0,0.0,0.0,10,commercial
content_b0863c1b5cfb8fe1,stagnant,improve,0.0,0.0,0.0,0,0
content_aaa4fdb403ec71a0,stagnant,improve,0.0,0.0,0.0,30,informational
content_370febd14a9bd35d,stagnant,improve,0.0,0.0,0.0,10,transactional
content_e23fdf634b2f1d91,stagnant,improve,0.0,0.0,0.0,30,informational
content_ea8fb7f026f16ae4,stagnant,improve,0.0,0.0,0.0,0,0
content_cb70b9dd4683d17a,stagnant,improve,0.0,0.0,0.0,0,0
content_e24c3c4058a8838d,stagnant,improve,0.0,0.0,0.0,0,0
content_0ac2506663ebf4f5,stagnant,improve,0.0,0.0,0.0,0,0
content_c3d083806aa0f25f,stagnant,improve,0.0,0.0,0.0,0,0
content_e8c7f00f3183a7e6,stagnant,improve,0.0,0.0,0.0,0,0
content_18ffdc8c90b9867c,stagnant,improve,0.0,0.0,0.0,0,0
content_a9a8f9259a684595,stagnant,improve,0.0,0.0,0.0,20,commercial
content_f59e9841ba16873c,stagnant,improve,0.0,0.0,0.0,0,0
content_02f787df7cb5e5c3,stagnant,improve,0.0,0.0,0.0,0,0
content_f6b4253e853d141a,stagnant,improve,0.0,0.0,0.0,0,0
content_fb0ca4e6a092caf4,stagnant,improve,0.0,0.0,0.0,0,informational
content_d1ee753c8fecbf76,stagnant,improve,0.0,0.0,0.0,0,0
content_f092e388defca13b,stagnant,improve,0.0,0.0,0.0,0,0
content_3a9ddeccccaffa1f,stagnant,improve,0.0,0.0,0.0,0,0
content_93c11a0bbfa8f4c6,stagnant,improve,0.0,0.0,0.0,0,0
content_070f37bcf692ec51,stagnant,improve,0.0,0.0,0.0,20,transactional
content_87d1110f2b75c7f5,stagnant,improve,0.0,0.0,0.0,10,informational
content_789accaf551291b4,stagnant,improve,0.0,0.0,0.0,30,transactional
content_e5d6ed278b4227b5,stagnant,improve,0.0,0.0,0.0,50,informational
content_d3d453be3fdb67b8,stagnant,improve,0.0,0.0,0.0,70,commercial
content_f1da0daa6a6e6267,stagnant,improve,0.0,0.0,0.0,10,transactional
content_0ecf1cc45f590fce,stagnant,improve,0.0,0.0,0.0,50,informational
content_dd97214ade2b1f5c,stagnant,improve,0.0,0.0,0.0,10,commercial
content_c0257e844b6b2a31,stagnant,improve,0.0,0.0,0.0,30,commercial
content_97d18453fd5f6e30,stagnant,improve,0.0,0.0,0.0,10,informational
content_aaf00b669b6e0856,stagnant,improve,0.0,0.0,0.0,10,informational
content_06862a31767ba9f3,stagnant,improve,0.0,0.0,0.0,40,commercial
content_8dd636ba14b3e505,stagnant,improve,0.0,0.0,0.0,90,transactional
content_57a60e29db7d8345,stagnant,improve,0.0,0.0,0.0,0,0
content_0609c8c6cc7f35dc,stagnant,improve,0.0,0.0,0.0,90,transactional
content_34bce6c88c102bb0,stagnant,improve,0.0,0.0,0.0,90,informational
content_bb99739db0b9db9f,stagnant,improve,0.0,0.0,0.0,40,informational
content_763dcb25a959077d,stagnant,improve,0.0,0.0,0.0,140,commercial
content_981ffeec8acd8d33,stagnant,improve,0.0,0.0,0.0,10,informational
content_96d2df123457b9c0,stagnant,improve,0.0,0.0,0.0,70,commercial
content_6a7cf7238d1bd21a,stagnant,improve,0.0,0.0,0.0,10,commercial
content_f43055b7a2ba7ab1,stagnant,improve,0.0,0.0,0.0,210,informational
content_44b795a87554e678,stagnant,improve,0.0,0.0,0.0,110,informational
content_387010bc2f410f02,stagnant,improve,0.0,0.0,0.0,0,0
content_0318bb4bf49c556f,stagnant,improve,0.0,0.0,0.0,0,0
content_acfe861e064c8e5d,stagnant,improve,0.0,0.0,0.0,0,0
content_55a98bf7cb8514e6,stagnant,improve,0.0,0.0,0.0,0,0
content_26763fd516ea2bf1,stagnant,improve,0.0,0.0,0.0,0,0
content_e22aef63710f2ddc,stagnant,improve,0.0,0.0,0.0,0,0
content_dc5bc6f8bc47c00a,stagnant,improve,0.0,0.0,0.0,0,0
content_c1b17c05e080a2b5,stagnant,improve,0.0,0.0,0.0,0,0
content_c1bedb4ba40d17d0,stagnant,improve,0.0,0.0,0.0,0,0
content_da6f01050f5eeb89,stagnant,improve,0.0,0.0,0.0,0,0
content_20bfc128edc9d5c6,stagnant,improve,0.0,0.0,0.0,0,0
content_ea7c038854c6d424,stagnant,improve,0.0,0.0,0.0,0,0
content_e282648dd8e6797b,stagnant,improve,0.0,0.0,0.0,0,0
content_51b2b303a814c5f1,stagnant,improve,0.0,0.0,0.0,0,0
content_9b8a5167eca300b1,stagnant,improve,0.0,0.0,0.0,0,0
content_d33ae59ecefa899e,stagnant,improve,0.0,0.0,0.0,0,0
content_ee86d28d381b1b87,stagnant,improve,0.0,0.0,0.0,0,0
content_fc23d620b1479d1b,stagnant,improve,0.0,0.0,0.0,0,0
content_eae7646b5e044b35,stagnant,improve,0.0,0.0,0.0,0,0
content_410d2d02d8bcf11c,stagnant,improve,0.0,0.0,0.0,0,informational
content_bbbc58b7131925d4,stagnant,improve,0.0,0.0,0.0,0,commercial
content_1938e7a2af6f0a2a,stagnant,improve,0.0,0.0,0.0,0,0
content_1908b522a63e98f7,stagnant,improve,0.0,0.0,0.0,0,informational
content_19b1f43f32740928,stagnant,improve,0.0,0.0,0.0,0,0
content_9e0550663cd2df2d,stagnant,improve,0.0,0.0,0.0,0,0
content_7fdee56151008bb9,stagnant,improve,0.0,0.0,0.0,0,0
content_7d4b9e1eec5f5b79,stagnant,improve,0.0,0.0,0.0,0,0
content_848d2840915878a2,stagnant,improve,0.0,0.0,0.0,0,0
content_59899be2c0cfdaf8,stagnant,improve,0.0,0.0,0.0,0,0
content_0d7da535c396b892,stagnant,improve,0.0,0.0,0.0,0,informational
content_cbaa6bc18cd2e611,stagnant,improve,0.0,0.0,0.0,0,informational
content_2b56f346bec9366f,stagnant,improve,0.0,0.0,0.0,0,informational
content_4a9169f0abe03631,stagnant,improve,0.0,0.0,0.0,0,0
content_78eb5764b774e297,stagnant,improve,0.0,0.0,0.0,0,informational
content_2171457e59880385,stagnant,improve,0.0,0.0,0.0,0,0
content_f26d667277420658,stagnant,improve,0.0,0.0,0.0,0,0
content_bca6ddf73210e7de,stagnant,improve,0.0,0.0,0.0,0,0
content_5ba990b0e6a9f332,stagnant,improve,0.0,0.0,0.0,0,0
content_28ded49675b6b1d8,stagnant,improve,0.0,0.0,0.0,0,0
content_8a1ec24f4140f457,stagnant,improve,0.0,0.0,0.0,0,0
content_8890096c5117f994,stagnant,improve,0.0,0.0,0.0,0,0
content_ec86280a0f9c9370,stagnant,improve,0.0,0.0,0.0,0,0
content_8a54103e2fe805d2,stagnant,improve,0.0,0.0,0.0,0,0
content_d6939ac7f313533a,stagnant,improve,0.0,0.0,0.0,0,0
content_4722d749df542a93,stagnant,improve,0.0,0.0,0.0,0,0
content_627ccfb76b33c53d,stagnant,improve,0.0,0.0,0.0,0,informational
content_84405b625d2536c0,stagnant,improve,0.0,0.0,0.0,0,informational
content_0e0379171875c4fb,stagnant,improve,0.0,0.0,0.0,0,transactional
content_a13c0af1132f0581,stagnant,improve,0.0,0.0,0.0,0,informational
content_6c0b58ab99f0b9aa,stagnant,improve,0.0,0.0,0.0,0,informational
content_ab7b026f01dc4fe6,stagnant,improve,0.0,0.0,0.0,0,informational
content_7632d6ef34c1739d,stagnant,improve,0.0,0.0,0.0,0,informational
content_5dca76c5ff98f08b,stagnant,improve,0.0,0.0,0.0,0,informational
content_1b2a475adc752cb2,stagnant,improve,0.0,0.0,0.0,0,0
content_9f49cc95a0d5fba9,stagnant,improve,0.0,0.0,0.0,0,0
content_2532fafb6cd7dfa9,stagnant,improve,0.0,0.0,0.0,0,informational
content_bea4981fc96b729e,stagnant,improve,0.0,0.0,0.0,0,0
content_c0e5a294110dc1ee,stagnant,improve,0.0,0.0,0.0,0,0
content_b374c1cc4ca54ada,stagnant,improve,0.0,0.0,0.0,0,0
content_748dc655e9c0d785,stagnant,improve,0.0,0.0,0.0,0,0
content_dff32a7e13bd2e85,stagnant,improve,0.0,0.0,0.0,0,0
content_4c3c3b1b7f1d1e9a,stagnant,improve,0.0,0.0,0.0,0,informational
content_0022d2544743572e,stagnant,improve,0.0,0.0,0.0,0,commercial
content_6749f03e297c7df5,stagnant,improve,0.0,0.0,0.0,0,informational
content_51d23ea0f128642a,stagnant,improve,0.0,0.0,0.0,0,informational
content_26fe600e8dec43c7,stagnant,improve,0.0,0.0,0.0,0,informational
content_16f21982894cf609,stagnant,improve,0.0,0.0,0.0,0,0
content_f474e95e08abea1a,stagnant,improve,0.0,0.0,0.0,0,informational
content_525f1a23243a123b,stagnant,improve,0.0,0.0,0.0,0,informational
content_03256f7610550e4d,stagnant,improve,0.0,0.0,0.0,0,informational
content_70a9b01aae0155a0,stagnant,improve,0.0,0.0,0.0,0,informational
content_7d0a31d2e776b265,stagnant,improve,0.0,0.0,0.0,0,informational
content_e254386ceb5e9947,stagnant,improve,0.0,0.0,0.0,0,informational
content_f887c21935e25a76,stagnant,improve,0.0,0.0,0.0,0,commercial
content_1f8df655e9191aa3,stagnant,improve,0.0,0.0,0.0,0,informational
content_bccc66f3b96a94f5,stagnant,improve,0.0,0.0,0.0,0,informational
content_318512a4711ac19c,stagnant,improve,0.0,0.0,0.0,0,informational
content_2d6996022fd3129f,stagnant,improve,0.0,0.0,0.0,0,0
content_1fd5d6a1250bf14b,stagnant,improve,0.0,0.0,0.0,0,0
content_9740a8b79215c4b4,stagnant,improve,0.0,0.0,0.0,0,0
content_56eb9b87d8adf77f,stagnant,improve,0.0,0.0,0.0,0,0
content_a475600ce72219e0,stagnant,improve,0.0,0.0,0.0,0,0
content_15163dd0b7dda522,stagnant,improve,0.0,0.0,0.0,0,0
content_d91af4d8fbcddc37,stagnant,improve,0.0,0.0,0.0,0,0
content_bce896c964acf641,stagnant,improve,0.0,0.0,0.0,0,0
content_0d86a16fea1340ea,stagnant,improve,0.0,0.0,0.0,0,0
content_eddb6760b063ec00,stagnant,improve,0.0,0.0,0.0,0,informational
content_7d530838a5b94883,stagnant,improve,0.0,0.0,0.0,0,0
content_1dc9c5d170505019,stagnant,improve,0.0,0.0,0.0,0,0
content_56fd272309f4f494,stagnant,improve,0.0,0.0,0.0,0,0
content_4020dffa5313ed58,stagnant,improve,0.0,0.0,0.0,0,0
content_4df05d0bf70f3c04,stagnant,improve,0.0,0.0,0.0,0,0
content_986bd7d6e2059792,stagnant,improve,0.0,0.0,0.0,0,0
content_17c9d7865435946b,stagnant,improve,0.0,0.0,0.0,0,0
content_89a1f8e90884e7ec,stagnant,improve,0.0,0.0,0.0,0,0
content_5962fa06fc7fc565,stagnant,improve,0.0,0.0,0.0,0,0
content_7d3fafe4739c8b7a,stagnant,improve,0.0,0.0,0.0,0,0
content_8c1def19255187f6,stagnant,improve,0.0,0.0,0.0,0,0
content_e4b6536d28e603a1,stagnant,improve,0.0,0.0,0.0,0,0
content_89b08a641f3504c2,stagnant,improve,0.0,0.0,0.0,0,0
content_8a9daa67aab73e9e,stagnant,improve,0.0,0.0,0.0,0,informational
content_0a5370d5748a2276,stagnant,improve,0.0,0.0,0.0,0,informational
content_25dcf3d055fec425,stagnant,improve,0.0,0.0,0.0,0,informational
content_cfa1c7b4b7ec0bd1,stagnant,improve,0.0,0.0,0.0,0,informational
content_0a146a14ea275d84,stagnant,improve,0.0,0.0,0.0,0,informational
content_daf0da247b25c4a6,stagnant,improve,0.0,0.0,0.0,0,informational
content_7d6254f8006db716,stagnant,improve,0.0,0.0,0.0,0,informational
content_4c2f90dfb88c2ea9,stagnant,improve,0.0,0.0,0.0,0,informational
content_142c9d2e7f021222,stagnant,improve,0.0,0.0,0.0,0,informational
content_cca604afe3e19598,stagnant,improve,0.0,0.0,0.0,0,0
content_93813ed8043becb9,stagnant,improve,0.0,0.0,0.0,0,0
content_f7e1cbfe6f092c05,stagnant,improve,0.0,23.755802376948424,0.0,30,transactional
content_108bf64e7816fc83,stagnant,improve,0.0,0.0,0.0,0,0
content_8440a89dded17f9a,stagnant,improve,0.0,0.0,0.0,0,0
content_b9ddb729465dfe7e,stagnant,improve,0.0,0.0,0.0,0,0
content_f646e73a323dfe04,stagnant,improve,0.0,0.0,0.0,0,0
content_5ee95d8ecdcf7312,stagnant,improve,0.0,0.0,0.0,0,0
content_a9330f3b9e46c880,stagnant,improve,0.0,0.0,0.0,0,0
content_cd34bfeea0a0b731,stagnant,improve,0.0,0.0,0.0,0,0
content_65f853ca75c6bb9a,stagnant,improve,0.0,0.0,0.0,0,0
content_097fa9132292fea3,stagnant,improve,0.0,0.0,0.0,0,0
content_bc69b1a0833c9856,stagnant,improve,0.0,0.0,0.0,0,0
content_ffc56563c21380f3,stagnant,improve,0.0,0.0,0.0,0,0
content_84cddd3755287607,stagnant,improve,0.0,0.0,0.0,0,0
content_c35a18b1d90d3f2f,stagnant,improve,0.0,0.0,0.0,0,0
content_2139c18df8028181,stagnant,improve,0.0,0.0,0.0,0,0
content_f7908c83965d64e2,stagnant,improve,0.0,0.0,0.0,0,0
content_9ce20dca3ed1dbce,stagnant,improve,0.0,0.0,0.0,0,0
content_37e2e2f699608739,stagnant,improve,0.0,0.0,0.0,0,0
content_09b39a8b394ac9ea,stagnant,improve,0.0,0.0,0.0,0,0
content_c9a679e8c14876d4,stagnant,improve,0.0,0.0,0.0,0,0
content_42f50b0a7b729ebf,stagnant,improve,0.0,0.0,0.0,0,0
content_b8d5104ffe3ece9b,stagnant,improve,0.0,0.0,0.0,0,0
content_04670588eb4c5953,stagnant,improve,0.0,0.0,0.0,0,0
content_15dbee32b43554b6,stagnant,improve,0.0,0.0,0.0,0,0
content_3f253a1a1ac5023f,stagnant,improve,0.0,0.0,0.0,0,0
content_938e56171d886b4a,stagnant,improve,0.0,0.0,0.0,0,0
content_50b98fa727aa7617,stagnant,improve,0.0,0.0,0.0,0,0
content_0649642a1bd898f3,stagnant,improve,0.0,0.0,0.0,0,0
content_3dac375c0254d372,stagnant,improve,0.0,0.0,0.0,0,0
content_0806240e8ca8de99,stagnant,improve,0.0,0.0,0.0,0,0
content_48c5fcfc4b15f3b7,stagnant,improve,0.0,0.0,0.0,0,0
content_8c9381499da47f2c,stagnant,improve,0.0,0.0,0.0,0,0
content_65f48ecba21cca2e,stagnant,improve,0.0,0.0,0.0,0,0
content_f02559078749c44e,stagnant,improve,0.0,0.0,0.0,0,0
content_f7b0840fe69f672a,stagnant,improve,0.0,0.0,0.0,0,0
content_c947d9fca83e5a08,stagnant,improve,0.0,0.0,0.0,0,0
content_7c87c8a2b749506b,stagnant,improve,0.0,0.0,0.0,0,0
content_86949270f29f7320,stagnant,improve,0.0,0.0,0.0,0,0
content_6723df01d717e475,stagnant,improve,0.0,0.0,0.0,0,0
content_07f4d5fc14f6a743,stagnant,improve,0.0,0.0,0.0,0,0
content_22230854be9ccdbc,stagnant,improve,0.0,0.0,0.0,0,0
content_221724ff9be250f9,stagnant,improve,0.0,0.0,0.0,0,0
content_3697fd2384f8386a,stagnant,improve,0.0,0.0,0.0,0,0
content_2d868cb448612ef2,stagnant,improve,0.0,0.0,0.0,0,0
content_9adba575281c45a9,stagnant,improve,0.0,0.0,0.0,0,0
content_54557ac99ac4f2f0,stagnant,improve,0.0,0.0,0.0,0,0
content_c4bbf6a2faea7934,stagnant,improve,0.0,0.0,0.0,0,0
content_e6362546b64014c7,stagnant,improve,0.0,0.0,0.0,0,0
content_5a478336f9448e20,stagnant,improve,0.0,0.0,0.0,0,0
content_4bb53bbe6d9014b5,stagnant,improve,0.0,0.0,0.0,0,0
content_6d70a20859f47b26,stagnant,improve,0.0,0.0,0.0,0,0
content_4ff6f9600b0eaac3,stagnant,improve,0.0,0.0,0.0,0,0
content_ede933a016ca5f1a,stagnant,improve,0.0,0.0,0.0,0,0
content_5470462d486cc80e,stagnant,improve,0.0,0.0,0.0,0,informational
content_6c315539616957f7,stagnant,improve,0.0,0.0,0.0,0,0
content_9e18a568619a3b15,stagnant,improve,0.0,0.0,0.0,0,0
content_61d623b42b67a337,stagnant,improve,0.0,0.0,0.0,0,0
content_b717f054f9ba0f4b,stagnant,improve,0.0,0.0,0.0,0,0
content_6245e406a2a6b581,stagnant,improve,0.0,0.0,0.0,0,0
content_3908dad66395b12f,stagnant,improve,0.0,0.0,0.0,0,0
content_933d9c5ef66af91f,stagnant,improve,0.0,0.0,0.0,0,0
content_ad35df4bc7061ca7,stagnant,improve,0.0,0.0,0.0,0,0
content_47f6fb45893fa740,stagnant,improve,0.0,0.0,0.0,0,0
content_18c50498868ef717,stagnant,improve,0.0,0.0,0.0,10,transactional
content_42b7dc9521bdb351,stagnant,improve,0.0,-3.097747747747748,0.0,0,informational
content_2590d50cfb9aef4b,stagnant,improve,0.0,0.0,0.0,0,informational
content_28932db20e99acad,stagnant,improve,0.0,0.0,0.0,0,informational
content_d3bb2b1aaaf825c9,stagnant,improve,0.0,13.887440476190475,0.0,20,transactional
content_f956c88d0c76796b,stagnant,improve,0.0,0.0,0.0,20,transactional
content_b06ad2b8ec4a788c,stagnant,improve,0.0,17.333333333333336,0.0,20,commercial
content_1b4051bd5b0b7664,stagnant,improve,0.0,-1.9658333333333324,0.0,0,informational
content_643724d47fc4ea30,stagnant,improve,0.0,0.0,0.0,0,informational
content_a47d0954f879f666,stagnant,improve,0.0,0.0,0.0,20,transactional
content_98445180eaeb5ab2,stagnant,improve,0.0,0.0,0.0,0,informational
content_1c309f581a17f6ad,stagnant,improve,0.0,0.0,0.0,0,informational
content_193aae0f3e7f8d15,stagnant,improve,0.0,0.0,0.0,10,transactional
content_2add70fa2aabb7c7,stagnant,improve,0.0,0.0,0.0,0,informational
content_882e4af7438c5dc3,stagnant,improve,0.0,0.0,0.0,0,informational
content_48b21ed7a616ac38,stagnant,improve,0.0,0.0,0.0,10,transactional
content_6077e57db13c0806,stagnant,improve,0.0,0.0,0.0,10,transactional
content_83001ebda37d7b4f,stagnant,improve,0.0,0.0,0.0,10,transactional
content_e77ce60b30956dda,stagnant,improve,0.0,0.0,0.0,10,transactional
content_659e575ca4b8d510,stagnant,improve,0.0,0.0,0.0,40,transactional
content_ba44f9402a501b93,stagnant,improve,0.0,0.0,0.0,70,transactional
content_cef2ae111f227f01,stagnant,improve,0.0,0.0,0.0,0,informational
content_e6c73cf3aaf89e9f,stagnant,improve,0.0,0.0,0.0,70,transactional
content_a102e68e866f0623,stagnant,improve,0.0,0.0,0.0,50,transactional
content_7c0dbc32fb281622,stagnant,improve,0.0,0.0,0.0,50,transactional
content_c160ae375ad2a684,stagnant,improve,0.0,0.0,0.0,20,transactional
content_8bf81d7c9fe9889f,stagnant,improve,0.0,0.0,0.0,50,transactional
content_549531c2e49f04c0,stagnant,improve,0.0,0.0,0.0,30,transactional
content_3cb982cc84bb19fe,stagnant,improve,0.0,0.0,0.0,30,transactional
content_1b0f46ca5403a9a3,stagnant,improve,0.0,0.0,0.0,70,commercial
content_01bb1c875307826b,stagnant,improve,0.0,0.0,0.0,0,informational
content_b35d416166e32a88,stagnant,improve,0.0,0.0,0.0,0,informational
content_aa4594be72388cdc,stagnant,improve,0.0,0.0,0.0,0,informational
content_31d1f0bda439c9bf,stagnant,improve,0.0,0.0,0.0,590,commercial
content_5fbf610f1bef42c9,stagnant,improve,0.0,0.0,0.0,30,commercial
content_bcc717cc667a829e,stagnant,improve,0.0,0.0,0.0,40,transactional
content_c1f91128eb43e256,stagnant,improve,0.0,0.0,0.0,0,informational
content_f1b979ea2d66368c,stagnant,improve,0.0,0.0,0.0,0,informational
content_af4574dd30ce0cbe,stagnant,improve,0.0,0.0,0.0,0,informational
content_ee9c67da93fd0f22,stagnant,improve,0.0,0.0,0.0,0,informational
content_76626c401b2d3406,stagnant,improve,0.0,0.0,0.0,40,commercial
content_d5d0e011419c5498,stagnant,improve,0.0,0.0,0.0,0,informational
content_c1b8e4c94029535d,stagnant,improve,0.0,0.0,0.0,30,transactional
content_e98b405e6fa26f70,stagnant,improve,0.0,0.0,0.0,110,transactional
content_0354e26f90f74dc7,stagnant,improve,0.0,0.0,0.0,0,informational
content_398ec3097c0fd436,stagnant,improve,0.0,0.0,0.0,0,commercial
content_8bc5abb1d9cca06a,stagnant,improve,0.0,0.0,0.0,0,informational
content_92ace660f828dd91,stagnant,improve,0.0,0.0,0.0,0,informational
content_34405a1b3b521480,stagnant,improve,0.0,0.0,0.0,0,informational
content_11a3c9a5733c4efc,stagnant,improve,0.0,0.0,0.0,0,informational
content_3b4ce7a3af8cc33b,stagnant,improve,0.0,0.0,0.0,30,informational
content_6b474605301e095a,stagnant,improve,0.0,0.0,0.0,0,informational
content_02d1c7aa866f6075,stagnant,improve,0.0,0.0,0.0,10,informational
content_e0e437dfe954fc43,stagnant,improve,0.0,0.0,0.0,0,informational
content_b19e9aed82812363,stagnant,improve,0.0,0.0,0.0,0,informational
content_424b364b26f9fced,stagnant,improve,0.0,0.0,0.0,0,informational
content_e5f4ff75deb3a8c3,stagnant,improve,0.0,0.0,0.0,0,informational
content_d871d7f13bf7096c,stagnant,improve,0.0,0.0,0.0,0,0
content_1df8fd8b79961f08,stagnant,improve,0.0,0.0,0.0,0,informational
content_5cf6a4eadd4ad77f,stagnant,improve,0.0,0.0,0.0,0,commercial
content_504060cfcf79b578,stagnant,improve,0.0,0.0,0.0,0,transactional
content_6f9f2956e97d4de2,stagnant,improve,0.0,0.0,0.0,0,informational
content_5384c6bb726265e0,stagnant,improve,0.0,0.0,0.0,0,informational
content_403ed0a01af0f96e,stagnant,improve,0.0,0.0,0.0,0,informational
content_856d445321dcee53,stagnant,improve,0.0,0.0,0.0,0,informational
content_5687ea59cf7d8bb4,stagnant,improve,0.0,0.0,0.0,0,commercial
content_9b9bc83488c2a141,stagnant,improve,0.0,0.0,0.0,0,informational
content_86a24c4015387bef,stagnant,improve,0.0,0.0,0.0,0,informational
content_aeb7b351b645ed16,stagnant,improve,0.0,0.0,0.0,0,informational
content_73fe6717b0d178a1,stagnant,improve,0.0,0.0,0.0,0,informational
content_0624ea2d7c718ea9,stagnant,improve,0.0,0.0,0.0,260,transactional
content_8acd723a2e4d0281,stagnant,improve,0.0,0.0,0.0,0,informational
content_b10cde086df7b723,stagnant,improve,0.0,0.0,0.0,0,informational
content_fd4430fe9d3d2425,stagnant,improve,0.0,0.0,0.0,0,commercial
content_61b19a81d6150414,stagnant,improve,0.0,0.0,0.0,0,informational
content_458b184b6693c429,stagnant,improve,0.0,0.0,0.0,0,informational
content_d9f6161ad0436989,stagnant,improve,0.0,0.0,0.0,0,informational
content_40e6e68d21e1cc05,stagnant,improve,0.0,0.0,0.0,40,transactional
content_ef472e95e2a1b4c0,stagnant,improve,0.0,0.0,0.0,0,informational
content_e0c3c02705eaf7ba,stagnant,improve,0.0,0.0,0.0,0,informational
content_17b5d6e0d137edbe,stagnant,improve,0.0,0.0,0.0,10,transactional
content_59b6d587a77bda1e,stagnant,improve,0.0,0.0,0.0,0,informational
content_290e22693aecf864,stagnant,improve,0.0,0.0,0.0,0,informational
content_8f9b59e11ef878bf,stagnant,improve,0.0,0.0,0.0,0,informational
content_b9d7b53b4bc4af09,stagnant,improve,0.0,0.0,0.0,10,informational
content_8cf7261aee38a61a,stagnant,improve,0.0,0.0,0.0,10,transactional
content_709cb6df54e6fff4,stagnant,improve,0.0,0.0,0.0,0,informational
content_29e4db67dd18e3d2,stagnant,improve,0.0,0.0,0.0,0,0
content_2e5a8f2922d5b733,stagnant,improve,0.0,0.0,0.0,0,0
content_e28458807d56cdd1,stagnant,improve,0.0,0.0,0.0,0,informational
content_a4709533c89b315c,stagnant,improve,0.0,0.0,0.0,0,informational
content_e2615b2ed3f330a7,stagnant,improve,0.0,0.0,0.0,0,informational
content_c661f2f479e4a927,stagnant,improve,0.0,0.0,0.0,0,informational
content_e548cd5b894adbe6,stagnant,improve,0.0,0.0,0.0,0,informational
